Wall time,Step,Value
1590643158.254837,1,0.599839985370636
1590643275.7255814,2,0.6912000179290771
1590643393.3235743,3,0.7428200244903564
1590643511.30679,4,0.7940999865531921
1590643629.474691,5,0.822920024394989
1590643746.6831775,6,0.8591399788856506
1590643864.4283884,7,0.8776599764823914
1590643984.5562606,8,0.8963000178337097
1590644104.5537212,9,0.9288600087165833
1590644224.9642766,10,0.9309399724006653
1590644344.4762313,11,0.9436200261116028
1590644463.8535366,12,0.9583799839019775
1590644583.797485,13,0.969980001449585
1590644703.8829153,14,0.967960000038147
1590644824.0299947,15,0.978600025177002
1590644943.5785503,16,0.9755200147628784
1590645063.2139266,17,0.9804199934005737
1590645183.291804,18,0.9829800128936768
1590645303.43752,19,0.9833400249481201
1590645423.514008,20,0.9804800152778625
1590645543.8696969,21,0.9825400114059448
1590645664.1609006,22,0.9828799962997437
1590645784.3329408,23,0.9849399924278259
1590645905.269316,24,0.9820200204849243
1590646027.8699203,25,0.9865999817848206
1590646151.0968952,26,0.9851199984550476
1590646273.4588587,27,0.9892200231552124
1590646396.3943138,28,0.980679988861084
