Wall time,Step,Value
1590643158.2549386,1,0.10964000225067139
1590643275.7256994,2,0.13407999277114868
1590643393.3236854,3,0.10385999828577042
1590643511.3069003,4,0.12003999948501587
1590643629.474802,5,0.1875
1590643746.683286,6,0.1741199940443039
1590643864.4284954,7,0.1298000067472458
1590643984.5563724,8,0.17268000543117523
1590644104.5538483,9,0.1832599937915802
1590644224.9643888,10,0.16864000260829926
1590644344.476375,11,0.14047999680042267
1590644463.853646,12,0.18690000474452972
1590644583.797603,13,0.17399999499320984
1590644703.8830228,14,0.18967999517917633
1590644824.030116,15,0.1766200065612793
1590644943.578661,16,0.194240003824234
1590645063.2140377,17,0.20183999836444855
1590645183.2919335,18,0.17086000740528107
1590645303.4376297,19,0.11739999800920486
1590645423.5141585,20,0.15785999596118927
1590645543.8698483,21,0.18095999956130981
1590645664.161006,22,0.15257999300956726
1590645784.33306,23,0.16359999775886536
1590645905.2694297,24,0.17949999868869781
1590646027.8700407,25,0.1185000017285347
1590646151.0970094,26,0.13967999815940857
1590646273.4589725,27,0.15197999775409698
1590646396.3944423,28,0.12160000205039978
