Wall time,Step,Value
1590646569.3916447,1,0.5737800002098083
1590646690.2819512,2,0.6715999841690063
1590646810.1129682,3,0.7411400079727173
1590646929.628818,4,0.7924799919128418
1590647050.6666214,5,0.8298400044441223
1590647170.6488898,6,0.8538399934768677
1590647290.384691,7,0.8812800049781799
1590647411.328359,8,0.8957200050354004
1590647536.9923866,9,0.9089800119400024
1590647663.6856623,10,0.9328600168228149
1590647789.3621714,11,0.9333199858665466
1590647916.1482081,12,0.9529399871826172
1590648038.974095,13,0.9623600244522095
1590648161.2663841,14,0.9592199921607971
1590648282.247692,15,0.9740200042724609
1590648402.9621177,16,0.975380003452301
1590648523.7631876,17,0.9743000268936157
1590648644.7026803,18,0.9672799706459045
1590648764.7177372,19,0.9792600274085999
1590648885.8183873,20,0.9836599826812744
1590649006.489567,21,0.9857400059700012
1590649127.0615432,22,0.9818000197410583
1590649247.94158,23,0.9799200296401978
1590649368.6534886,24,0.9850999712944031
1590649489.1144106,25,0.9900000095367432
1590649606.7568178,26,0.9888200163841248
1590649722.9565225,27,0.9864599704742432
1590649837.7746618,28,0.9913399815559387
1590649949.8662174,29,0.9906799793243408
1590650061.5539598,30,0.9871399998664856
1590650173.0015068,31,0.9879199862480164
1590650283.7717097,32,0.9898999929428101
1590650395.2328205,33,0.991320013999939
1590650505.988826,34,0.9898599982261658
1590650616.6734595,35,0.9905999898910522
1590650727.7719038,36,0.9874399900436401
1590650838.3336701,37,0.9933000206947327
1590650949.1738002,38,0.986020028591156
1590651060.1386726,39,0.9876400232315063
1590651170.1048305,40,0.9929599761962891
1590651280.2188618,41,0.9933199882507324
1590651390.9868731,42,0.991599977016449
1590651500.7841802,43,0.9912599921226501
1590651611.4165928,44,0.9907600283622742
1590651722.0346775,45,0.9880599975585938
1590651832.4427052,46,0.9943000078201294
1590651942.5880647,47,0.9897199869155884
1590652052.6286151,48,0.9942799806594849
1590652162.7005167,49,0.9945600032806396
1590652273.351848,50,0.9954800009727478
1590652383.370937,51,0.9926400184631348
1590652494.3776867,52,0.9929800033569336
1590652605.0410419,53,0.9910200238227844
1590652715.7871964,54,0.993120014667511
1590652826.770832,55,0.9940999746322632
1590652937.3526623,56,0.9951599836349487
1590653047.799468,57,0.9924200177192688
1590653158.510859,58,0.9925400018692017
1590653269.2382622,59,0.9960399866104126
1590653380.2607617,60,0.9976199865341187
1590653491.092465,61,0.9984800219535828
1590653602.136761,62,0.9926000237464905
1590653713.5739286,63,0.9862599968910217
1590653825.2391162,64,0.9944800138473511
1590653936.5288289,65,0.9969599843025208
1590654048.958457,66,0.9976800084114075
1590654161.6464233,67,0.9977999925613403
1590654274.78504,68,0.9977800250053406
1590654387.1234953,69,0.9899200201034546
1590654499.69126,70,0.9914000034332275
1590654613.01842,71,0.9949600100517273
1590654726.302014,72,0.9927600026130676
1590654839.4537656,73,0.9926400184631348
1590654952.562422,74,0.9954599738121033
1590655065.0789232,75,0.9965199828147888
1590655178.475763,76,0.99617999792099
1590655291.4513302,77,0.9983000159263611
1590655404.500572,78,0.99235999584198
1590655516.9710763,79,0.9940000176429749
1590655629.6431417,80,0.9945200085639954
1590655741.225495,81,0.9970200061798096
1590655852.8136883,82,0.9985399842262268
1590655963.7475219,83,0.9976000189781189
1590656074.8008215,84,0.9927800297737122
1590656185.5772827,85,0.9937999844551086
1590656296.596782,86,0.9959200024604797
1590656407.2780855,87,0.9965800046920776
1590656518.1945767,88,0.9952999949455261
1590656629.385406,89,0.9983000159263611
1590656740.6630905,90,0.9992600083351135
1590656851.6539078,91,0.9968000054359436
1590656962.9099853,92,0.9971399903297424
1590657074.1661901,93,0.991100013256073
1590657184.9504602,94,0.9977399706840515
1590657295.8490367,95,0.9983599781990051
1590657406.810757,96,0.9991199970245361
1590657517.1923113,97,0.9975200295448303
1590657628.1568308,98,0.9950000047683716
1590657738.8730052,99,0.9917200207710266
1590657849.6574936,100,0.9921799898147583
