Wall time,Step,Value
1590638244.9911697,1,0.5657399892807007
1590638444.2184281,2,0.6712999939918518
1590638646.4678576,3,0.7443600296974182
1590638845.1348672,4,0.7817999720573425
1590639043.8401825,5,0.8187199831008911
1590639241.3689976,6,0.8497599959373474
1590639437.7328181,7,0.8789600133895874
1590639635.7367523,8,0.8953999876976013
1590639832.56568,9,0.9174000024795532
1590640030.5608766,10,0.9258599877357483
1590640228.2859647,11,0.9471399784088135
1590640428.374997,12,0.9524000287055969
1590640627.892313,13,0.9648000001907349
1590640823.9759731,14,0.9658399820327759
1590641020.753537,15,0.976580023765564
1590641217.84353,16,0.9731600284576416
1590641417.0647206,17,0.9767000079154968
1590641614.4337943,18,0.9800800085067749
1590641813.8456757,19,0.983299970626831
1590642015.7344496,20,0.9790400266647339
1590642212.0690916,21,0.9870399832725525
1590642407.9925404,22,0.9808200001716614
1590642605.61644,23,0.9897800087928772
1590642804.5354936,24,0.9878600239753723
1590643005.3421762,25,0.9861800074577332
1590643204.3281133,26,0.9896199703216553
1590643402.1981058,27,0.9889199733734131
1590643600.5159914,28,0.989579975605011
1590643800.2261531,29,0.9899399876594543
1590644000.1147392,30,0.9902600049972534
1590644196.4757266,31,0.9905800223350525
1590644395.2961152,32,0.9824000000953674
1590644594.8112504,33,0.9904400110244751
1590644792.5688453,34,0.9897599816322327
1590644989.2092087,35,0.9866799712181091
1590645185.9912581,36,0.9923999905586243
1590645384.1204524,37,0.9905200004577637
1590645586.5139303,38,0.990559995174408
1590645786.8795767,39,0.9932000041007996
1590645986.5371509,40,0.9938799738883972
1590646190.283736,41,0.9942200183868408
1590646390.810684,42,0.9929199814796448
1590646590.799641,43,0.9909399747848511
1590646790.339634,44,0.9875800013542175
1590646988.2260282,45,0.987280011177063
1590647185.4429932,46,0.9959200024604797
1590647384.5588412,47,0.9906200170516968
1590647584.1936026,48,0.9957799911499023
1590647780.1895702,49,0.9945200085639954
1590647977.4345686,50,0.9922999739646912
1590648172.247961,51,0.9912599921226501
1590648372.6483245,52,0.9963600039482117
1590648573.680011,53,0.9962800145149231
1590648775.4758835,54,0.992900013923645
1590648976.523857,55,0.9908400177955627
1590649176.7935674,56,0.9907600283622742
1590649378.6265154,57,0.9910799860954285
1590649580.475116,58,0.9955999851226807
1590649784.5271382,59,0.9950799942016602
1590649988.595325,60,0.9947199821472168
1590650190.6608346,61,0.9958800077438354
1590650395.6761246,62,0.9944800138473511
1590650598.6892748,63,0.9941400289535522
1590650803.1745179,64,0.9930199980735779
1590651005.2706308,65,0.9898200035095215
1590651206.372232,66,0.9966599941253662
1590651410.7310808,67,0.997439980506897
1590651614.7902045,68,0.9957399964332581
1590651818.4985664,69,0.9956600069999695
1590652021.734252,70,0.9945200085639954
1590652223.1640542,71,0.9953600168228149
1590652425.4690287,72,0.9968600273132324
1590652629.7549198,73,0.9984400272369385
1590652835.0990705,74,0.9989200234413147
1590653036.6798394,75,0.9834399819374084
1590653236.7547383,76,0.9892399907112122
1590653434.273507,77,0.9963200092315674
1590653633.4950206,78,0.9979599714279175
1590653832.1800501,79,0.9997199773788452
1590654031.0605607,80,0.9994800090789795
1590654228.9585764,81,0.999239981174469
1590654427.7524226,82,0.9952200055122375
1590654625.4252608,83,0.9811999797821045
1590654824.083593,84,0.9955599904060364
1590655022.1987224,85,0.9983599781990051
1590655220.30702,86,0.9992799758911133
1590655419.2163408,87,0.9999200105667114
1590655618.4714558,88,0.9998199939727783
1590655817.1721547,89,0.9983400106430054
1590656015.488339,90,0.9680200219154358
1590656214.3339186,91,0.995199978351593
1590656414.162872,92,0.9984999895095825
1590656611.9438343,93,0.9991999864578247
1590656809.2608438,94,0.9998400211334229
1590657006.0775752,95,1.0
1590657203.9112506,96,0.9999399781227112
1590657402.5601878,97,0.9999799728393555
1590657600.3814209,98,1.0
1590657798.0211897,99,1.0
1590657995.585749,100,0.9741399884223938
