Wall time,Step,Value
1590646569.3917434,1,0.13298000395298004
1590646690.2820518,2,0.1430799961090088
1590646810.1130698,3,0.18148000538349152
1590646929.6289198,4,0.306659996509552
1590647050.666726,5,0.10385999828577042
1590647170.6489959,6,0.1068200021982193
1590647290.3847868,7,0.24714000523090363
1590647411.328462,8,0.2782000005245209
1590647536.9924827,9,0.35172000527381897
1590647663.6857705,10,0.31057998538017273
1590647789.3622806,11,0.3744800090789795
1590647916.1483364,12,0.3211199939250946
1590648038.9742644,13,0.4374600052833557
1590648161.2665088,14,0.446399986743927
1590648282.2478037,15,0.2942599952220917
1590648402.9622505,16,0.27215999364852905
1590648523.763307,17,0.2067199945449829
1590648644.7028084,18,0.21969999372959137
1590648764.7178447,19,0.2204200029373169
1590648885.8185227,20,0.24945999681949615
1590649006.4896743,21,0.2393600046634674
1590649127.061652,22,0.32409998774528503
1590649247.9417028,23,0.31808000802993774
1590649368.653607,24,0.30281999707221985
1590649489.1145225,25,0.38589999079704285
1590649606.7569253,26,0.38106000423431396
1590649722.9566371,27,0.2282799929380417
1590649837.774766,28,0.32409998774528503
1590649949.8663294,29,0.36340001225471497
1590650061.5540657,30,0.41582000255584717
1590650173.0016088,31,0.5339599847793579
1590650283.7718174,32,0.3932400047779083
1590650395.2329285,33,0.41648000478744507
1590650505.9889348,34,0.40946000814437866
1590650616.6735678,35,0.4604800045490265
1590650727.7720134,36,0.36956000328063965
1590650838.3337777,37,0.5176600217819214
1590650949.1739113,38,0.4221000075340271
1590651060.1387818,39,0.44620001316070557
1590651170.1049495,40,0.4925000071525574
1590651280.2189705,41,0.5848000049591064
1590651390.986979,42,0.5316399931907654
1590651500.7842913,43,0.5226799845695496
1590651611.4166858,44,0.4715999960899353
1590651722.0347836,45,0.531279981136322
1590651832.4428127,46,0.5055599808692932
1590651942.588189,47,0.5539799928665161
1590652052.6287167,48,0.6438400149345398
1590652162.7006335,49,0.5678399801254272
1590652273.3519583,50,0.6123800277709961
1590652383.3710504,51,0.5885000228881836
1590652494.3777983,52,0.6520799994468689
1590652605.0411751,53,0.504800021648407
1590652715.787306,54,0.6551200151443481
1590652826.770969,55,0.5687000155448914
1590652937.3527753,56,0.5485399961471558
1590653047.7995815,57,0.6063799858093262
1590653158.51097,58,0.6332200169563293
1590653269.2383733,59,0.6632999777793884
1590653380.2608664,60,0.5830399990081787
1590653491.0925674,61,0.5659999847412109
1590653602.1368628,62,0.5602399706840515
1590653713.5740383,63,0.6183199882507324
1590653825.239253,64,0.5680800080299377
1590653936.5289454,65,0.37450000643730164
1590654048.9585607,66,0.5240200161933899
1590654161.6465302,67,0.5913599729537964
1590654274.7851546,68,0.5534800291061401
1590654387.1236098,69,0.6158400177955627
1590654499.6913614,70,0.46810001134872437
1590654613.018515,71,0.4554600119590759
1590654726.3021364,72,0.45019999146461487
1590654839.4538736,73,0.4435200095176697
1590654952.5625315,74,0.6194800138473511
1590655065.0790296,75,0.6147599816322327
1590655178.475869,76,0.4722999930381775
1590655291.451436,77,0.6249399781227112
1590655404.5006874,78,0.4855799973011017
1590655516.971213,79,0.6829000115394592
1590655629.6432679,80,0.650879979133606
1590655741.2256153,81,0.686460018157959
1590655852.813826,82,0.6661800146102905
1590655963.7476244,83,0.6494600176811218
1590656074.8009222,84,0.671019971370697
1590656185.5773954,85,0.6997799873352051
1590656296.5968914,86,0.7027999758720398
1590656407.2782297,87,0.7689800262451172
1590656518.194683,88,0.781000018119812
1590656629.38551,89,0.6911200284957886
1590656740.663225,90,0.7555400133132935
1590656851.6540163,91,0.7679399847984314
1590656962.910105,92,0.6417199969291687
1590657074.1663084,93,0.6754199862480164
1590657184.9505715,94,0.8291599750518799
1590657295.849201,95,0.8180199861526489
1590657406.8108828,96,0.7612599730491638
1590657517.192417,97,0.8526999950408936
1590657628.1569405,98,0.7667800188064575
1590657738.8731482,99,0.7672600150108337
1590657849.6575933,100,0.7367200255393982
